zipcode,area,bet,bath,sqft,type,built,year,price,house_id
94538.0,Cherry-Guardino,2.0,1.0,844.0,Condo,1987.0,4444.0,430000.0,597
94538.0,Cherry-Guardino,2.0,1.0,844.0,Condo,1987.0,,nan,597
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,0.0,nan,598
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,4567.0,292500.0,598
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,443.0,427000.0,598
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,,nan,598
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,,nan,598
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,,nan,598
94536.0,Glenmoor,2.0,2.0,748.0,Condo,1986.0,0.0,442498.0,599
94536.0,Glenmoor,2.0,2.0,748.0,Condo,1986.0,4097.0,360000.0,599
94536.0,Glenmoor,2.0,2.0,748.0,Condo,1986.0,450.0,410000.0,599
94536.0,Glenmoor,2.0,2.0,748.0,Condo,1986.0,,nan,599
94536.0,Glenmoor,2.0,2.0,748.0,Condo,1986.0,,nan,599
94536.0,Glenmoor,2.0,2.0,748.0,Condo,1986.0,,nan,599
94539.0,Mission Valley,3.0,1.0,2468.0,Single Family,1951.0,0.0,1728944.0,600
94539.0,Mission Valley,3.0,1.0,2468.0,Single Family,1951.0,5102.0,600000.0,600
94539.0,Mission Valley,3.0,1.0,2468.0,Single Family,1951.0,450.0,430545.0,600
94539.0,Mission Valley,3.0,1.0,2468.0,Single Family,1951.0,,nan,600
94539.0,Mission Valley,3.0,1.0,2468.0,Single Family,1951.0,,nan,600
94539.0,Mission Valley,3.0,1.0,2468.0,Single Family,1951.0,,nan,600
94536.0,Cherry-Guardino,2.0,2.0,938.0,Condo,1974.0,0.0,508281.0,601
94536.0,Cherry-Guardino,2.0,2.0,938.0,Condo,1974.0,6803.0,147000.0,601
94536.0,Cherry-Guardino,2.0,2.0,938.0,Condo,1974.0,5658.0,231000.0,601
94536.0,Cherry-Guardino,2.0,2.0,938.0,Condo,1974.0,4923.0,270000.0,601
94536.0,Cherry-Guardino,2.0,2.0,938.0,Condo,1974.0,453.0,410000.0,601
94536.0,Cherry-Guardino,2.0,2.0,938.0,Condo,1974.0,,nan,601
94538.0,Downtown,2.0,2.0,1165.0,Condo,1972.0,0.0,550894.0,602
94538.0,Downtown,2.0,2.0,1165.0,Condo,1972.0,454.0,458000.0,602
94538.0,Downtown,2.0,2.0,1165.0,Condo,1972.0,,nan,602
94538.0,Downtown,2.0,2.0,1165.0,Condo,1972.0,,nan,602
94538.0,Downtown,2.0,2.0,1165.0,Condo,1972.0,,nan,602
94538.0,Downtown,2.0,2.0,1165.0,Condo,1972.0,,nan,602
94538.0,Cherry-Guardino,1.0,1.0,693.0,Condo,1987.0,0.0,385403.0,603
94538.0,Cherry-Guardino,1.0,1.0,693.0,Condo,1987.0,4643.0,224000.0,603
94538.0,Cherry-Guardino,1.0,1.0,693.0,Condo,1987.0,454.0,420000.0,603
94538.0,Cherry-Guardino,1.0,1.0,693.0,Condo,1987.0,,nan,603
94538.0,Cherry-Guardino,1.0,1.0,693.0,Condo,1987.0,,nan,603
94538.0,Cherry-Guardino,1.0,1.0,693.0,Condo,1987.0,,nan,603
94555.0,Lakes and Birds,2.0,1.0,991.0,Condo,1973.0,0.0,435480.0,604
94555.0,Lakes and Birds,2.0,1.0,991.0,Condo,1973.0,4709.0,315000.0,604
94555.0,Lakes and Birds,2.0,1.0,991.0,Condo,1973.0,5118.0,333850.0,604
94555.0,Lakes and Birds,2.0,1.0,991.0,Condo,1973.0,1843.0,160000.0,604
94555.0,Lakes and Birds,2.0,1.0,991.0,Condo,1973.0,1752.0,224000.0,604
94555.0,Lakes and Birds,2.0,1.0,991.0,Condo,1973.0,457.0,430000.0,604
94536.0,Glenmoor,2.0,2.0,823.0,Townhouse,1986.0,0.0,489289.0,605
94536.0,Glenmoor,2.0,2.0,823.0,Townhouse,1986.0,5062.0,390000.0,605
94536.0,Glenmoor,2.0,2.0,823.0,Townhouse,1986.0,458.0,460000.0,605
94536.0,Glenmoor,2.0,2.0,823.0,Townhouse,1986.0,,nan,605
94536.0,Glenmoor,2.0,2.0,823.0,Townhouse,1986.0,,nan,605
94536.0,Glenmoor,2.0,2.0,823.0,Townhouse,1986.0,,nan,605
94536.0,Cabrillo,3.0,1.5,1166.0,Condo,1971.0,0.0,568410.0,606
94536.0,Cabrillo,3.0,1.5,1166.0,Condo,1971.0,6780.0,152000.0,606
94536.0,Cabrillo,3.0,1.5,1166.0,Condo,1971.0,6200.0,230000.0,606
94536.0,Cabrillo,3.0,1.5,1166.0,Condo,1971.0,5469.0,315000.0,606
94536.0,Cabrillo,3.0,1.5,1166.0,Condo,1971.0,1746.0,387000.0,606
94536.0,Cabrillo,3.0,1.5,1166.0,Condo,1971.0,5394.0,356916.0,606
94538.0,Irvington,3.0,2.0,1228.0,Condo,1983.0,0.0,578300.0,607
94538.0,Irvington,3.0,2.0,1228.0,Condo,1983.0,6500.0,194000.0,607
94538.0,Irvington,3.0,2.0,1228.0,Condo,1983.0,6166.0,266000.0,607
94538.0,Irvington,3.0,2.0,1228.0,Condo,1983.0,4778.0,475000.0,607
94538.0,Irvington,3.0,2.0,1228.0,Condo,1983.0,,nan,607
94538.0,Irvington,3.0,2.0,1228.0,Condo,1983.0,,nan,607
94538.0,Downtown,3.0,1.0,975.0,Single Family,1959.0,0.0,700487.0,608
94538.0,Downtown,3.0,1.0,975.0,Single Family,1959.0,4809.0,410000.0,608
94538.0,Downtown,3.0,1.0,975.0,Single Family,1959.0,,nan,608
94538.0,Downtown,3.0,1.0,975.0,Single Family,1959.0,,nan,608
94538.0,Downtown,3.0,1.0,975.0,Single Family,1959.0,,nan,608
94538.0,Downtown,3.0,1.0,975.0,Single Family,1959.0,,nan,608
94538.0,Irvington,3.0,2.0,1228.0,,1983.0,0.0,765804.0,609
94538.0,Irvington,3.0,2.0,1228.0,,1983.0,6731.0,170000.0,609
94538.0,Irvington,3.0,2.0,1228.0,,1983.0,2909.0,265500.0,609
94538.0,Irvington,3.0,2.0,1228.0,,1983.0,1385.0,340000.0,609
94538.0,Irvington,3.0,2.0,1228.0,,1983.0,935.0,438000.0,609
94538.0,Irvington,3.0,2.0,1228.0,,1983.0,4930.0,475000.0,609
94538.0,Cherry-Guardino,2.0,1.0,857.0,,1987.0,0.0,nan,610
94538.0,Cherry-Guardino,2.0,1.0,857.0,,1987.0,5306.0,312500.0,610
94538.0,Cherry-Guardino,2.0,1.0,857.0,,1987.0,472.0,405000.0,610
94538.0,Cherry-Guardino,2.0,1.0,857.0,,1987.0,,nan,610
94538.0,Cherry-Guardino,2.0,1.0,857.0,,1987.0,,nan,610
94538.0,Cherry-Guardino,2.0,1.0,857.0,,1987.0,,nan,610
94536.0,Centerville,2.0,1.0,747.0,Single Family,1952.0,0.0,582352.0,611
94536.0,Centerville,2.0,1.0,747.0,Single Family,1952.0,6633.0,180000.0,611
94536.0,Centerville,2.0,1.0,747.0,Single Family,1952.0,3880.0,305000.0,611
94536.0,Centerville,2.0,1.0,747.0,Single Family,1952.0,472.0,495000.0,611
94536.0,Centerville,2.0,1.0,747.0,Single Family,1952.0,,nan,611
94536.0,Centerville,2.0,1.0,747.0,Single Family,1952.0,,nan,611
94539.0,Warm Springs,2.0,2.0,926.0,Condo,1987.0,0.0,610466.0,612
94539.0,Warm Springs,2.0,2.0,926.0,Condo,1987.0,6634.0,5000.0,612
94539.0,Warm Springs,2.0,2.0,926.0,Condo,1987.0,2415.0,420000.0,612
94539.0,Warm Springs,2.0,2.0,926.0,Condo,1987.0,3785.0,348000.0,612
94539.0,Warm Springs,2.0,2.0,926.0,Condo,1987.0,822.0,425000.0,612
94539.0,Warm Springs,2.0,2.0,926.0,Condo,1987.0,479.0,435000.0,612
94538.0,Sundale,2.0,2.0,1360.0,Condo,1987.0,0.0,660001.0,613
94538.0,Sundale,2.0,2.0,1360.0,Condo,1987.0,480.0,475000.0,613
94538.0,Sundale,2.0,2.0,1360.0,Condo,1987.0,,nan,613
94538.0,Sundale,2.0,2.0,1360.0,Condo,1987.0,,nan,613
94538.0,Sundale,2.0,2.0,1360.0,Condo,1987.0,,nan,613
94538.0,Sundale,2.0,2.0,1360.0,Condo,1987.0,,nan,613
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,0.0,582073.0,614
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,6983.0,167000.0,614
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,4897.0,325000.0,614
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,5487.0,167500.0,614
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,480.0,475000.0,614
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,,nan,614
94538.0,Downtown,2.0,2.0,991.0,Condo,1981.0,0.0,535626.0,615
94538.0,Downtown,2.0,2.0,991.0,Condo,1981.0,2842.0,350000.0,615
94538.0,Downtown,2.0,2.0,991.0,Condo,1981.0,4991.0,475000.0,615
94538.0,Downtown,2.0,2.0,991.0,Condo,1981.0,,nan,615
94538.0,Downtown,2.0,2.0,991.0,Condo,1981.0,,nan,615
94538.0,Downtown,2.0,2.0,991.0,Condo,1981.0,,nan,615
94536.0,Parkmont,1.0,1.0,750.0,Condo,1970.0,0.0,362606.0,616
94536.0,Parkmont,1.0,1.0,750.0,Condo,1970.0,5310.0,250000.0,616
94536.0,Parkmont,1.0,1.0,750.0,Condo,1970.0,4707.0,287000.0,616
94536.0,Parkmont,1.0,1.0,750.0,Condo,1970.0,2680.0,276776.0,616
94536.0,Parkmont,1.0,1.0,750.0,Condo,1970.0,2320.0,118500.0,616
94536.0,Parkmont,1.0,1.0,750.0,Condo,1970.0,485.0,402000.0,616
94536.0,Cherry-Guardino,2.0,1.0,1080.0,Townhouse,1972.0,0.0,516155.0,617
94536.0,Cherry-Guardino,2.0,1.0,1080.0,Townhouse,1972.0,4279.0,380000.0,617
94536.0,Cherry-Guardino,2.0,1.0,1080.0,Townhouse,1972.0,2358.0,154200.0,617
94536.0,Cherry-Guardino,2.0,1.0,1080.0,Townhouse,1972.0,4449.0,223000.0,617
94536.0,Cherry-Guardino,2.0,1.0,1080.0,Townhouse,1972.0,485.0,485000.0,617
94536.0,Cherry-Guardino,2.0,1.0,1080.0,Townhouse,1972.0,,nan,617
94536.0,Parkmont,2.0,1.0,976.0,Condo,1979.0,0.0,475315.0,618
94536.0,Parkmont,2.0,1.0,976.0,Condo,1979.0,487.0,440000.0,618
94536.0,Parkmont,2.0,1.0,976.0,Condo,1979.0,,nan,618
94536.0,Parkmont,2.0,1.0,976.0,Condo,1979.0,,nan,618
94536.0,Parkmont,2.0,1.0,976.0,Condo,1979.0,,nan,618
94536.0,Parkmont,2.0,1.0,976.0,Condo,1979.0,,nan,618
94536.0,Centerville,2.0,1.0,936.0,Condo,1987.0,0.0,460341.0,619
94536.0,Centerville,2.0,1.0,936.0,Condo,1987.0,8479.0,116000.0,619
94536.0,Centerville,2.0,1.0,936.0,Condo,1987.0,5295.0,418500.0,619
94536.0,Centerville,2.0,1.0,936.0,Condo,1987.0,,nan,619
94536.0,Centerville,2.0,1.0,936.0,Condo,1987.0,,nan,619
94536.0,Centerville,2.0,1.0,936.0,Condo,1987.0,,nan,619
94536.0,Centerville,2.0,1.0,750.0,Condo,1986.0,0.0,403576.0,620
94536.0,Centerville,2.0,1.0,750.0,Condo,1986.0,3649.0,360000.0,620
94536.0,Centerville,2.0,1.0,750.0,Condo,1986.0,3804.0,319000.0,620
94536.0,Centerville,2.0,1.0,750.0,Condo,1986.0,506.0,413000.0,620
94536.0,Centerville,2.0,1.0,750.0,Condo,1986.0,,nan,620
94536.0,Centerville,2.0,1.0,750.0,Condo,1986.0,,nan,620
94536.0,Centerville,2.0,1.0,917.0,Condo,1984.0,0.0,459855.0,621
94536.0,Centerville,2.0,1.0,917.0,Condo,1984.0,6659.0,150000.0,621
94536.0,Centerville,2.0,1.0,917.0,Condo,1984.0,507.0,422500.0,621
94536.0,Centerville,2.0,1.0,917.0,Condo,1984.0,,nan,621
94536.0,Centerville,2.0,1.0,917.0,Condo,1984.0,,nan,621
94536.0,Centerville,2.0,1.0,917.0,Condo,1984.0,,nan,621
94536.0,Niles,2.0,,874.0,,1935.0,0.0,nan,622
94536.0,Niles,2.0,,874.0,,1935.0,509.0,485000.0,622
94536.0,Niles,2.0,,874.0,,1935.0,,nan,622
94536.0,Niles,2.0,,874.0,,1935.0,,nan,622
94536.0,Niles,2.0,,874.0,,1935.0,,nan,622
94536.0,Niles,2.0,,874.0,,1935.0,,nan,622
94536.0,Cherry-Guardino,2.0,2.0,789.0,Condo,1974.0,0.0,nan,623
94536.0,Cherry-Guardino,2.0,2.0,789.0,Condo,1974.0,5379.0,225000.0,623
94536.0,Cherry-Guardino,2.0,2.0,789.0,Condo,1974.0,4521.0,315000.0,623
94536.0,Cherry-Guardino,2.0,2.0,789.0,Condo,1974.0,514.0,403500.0,623
94536.0,Cherry-Guardino,2.0,2.0,789.0,Condo,1974.0,,nan,623
94536.0,Cherry-Guardino,2.0,2.0,789.0,Condo,1974.0,,nan,623
94538.0,Downtown,2.0,1.0,882.0,Townhouse,1981.0,0.0,496421.0,624
94538.0,Downtown,2.0,1.0,882.0,Townhouse,1981.0,6169.0,225000.0,624
94538.0,Downtown,2.0,1.0,882.0,Townhouse,1981.0,5504.0,258000.0,624
94538.0,Downtown,2.0,1.0,882.0,Townhouse,1981.0,4657.0,321000.0,624
94538.0,Downtown,2.0,1.0,882.0,Townhouse,1981.0,4386.0,381500.0,624
94538.0,Downtown,2.0,1.0,882.0,Townhouse,1981.0,3495.0,285788.0,624
94538.0,28 Palms,2.0,1.0,945.0,Condo,1971.0,0.0,477393.0,625
94538.0,28 Palms,2.0,1.0,945.0,Condo,1971.0,3027.0,238000.0,625
94538.0,28 Palms,2.0,1.0,945.0,Condo,1971.0,515.0,425000.0,625
94538.0,28 Palms,2.0,1.0,945.0,Condo,1971.0,,nan,625
94538.0,28 Palms,2.0,1.0,945.0,Condo,1971.0,,nan,625
94538.0,28 Palms,2.0,1.0,945.0,Condo,1971.0,,nan,625
94538.0,Irvington,2.0,2.0,1013.0,Condo,1983.0,0.0,493940.0,626
94538.0,Irvington,2.0,2.0,1013.0,Condo,1983.0,3329.0,282000.0,626
94538.0,Irvington,2.0,2.0,1013.0,Condo,1983.0,4339.0,415000.0,626
94538.0,Irvington,2.0,2.0,1013.0,Condo,1983.0,3448.0,337008.0,626
94538.0,Irvington,2.0,2.0,1013.0,Condo,1983.0,3407.0,260000.0,626
94538.0,Irvington,2.0,2.0,1013.0,Condo,1983.0,2573.0,240000.0,626
94538.0,Grimmer,3.0,1.0,1151.0,Single Family,1958.0,0.0,791691.0,627
94538.0,Grimmer,3.0,1.0,1151.0,Single Family,1958.0,516.0,500000.0,627
94538.0,Grimmer,3.0,1.0,1151.0,Single Family,1958.0,,nan,627
94538.0,Grimmer,3.0,1.0,1151.0,Single Family,1958.0,,nan,627
94538.0,Grimmer,3.0,1.0,1151.0,Single Family,1958.0,,nan,627
94538.0,Grimmer,3.0,1.0,1151.0,Single Family,1958.0,,nan,627
94536.0,Cherry-Guardino,3.0,2.0,1101.0,Condo,1974.0,0.0,532139.0,628
94536.0,Cherry-Guardino,3.0,2.0,1101.0,Condo,1974.0,7368.0,123000.0,628
94536.0,Cherry-Guardino,3.0,2.0,1101.0,Condo,1974.0,5540.0,470000.0,628
94536.0,Cherry-Guardino,3.0,2.0,1101.0,Condo,1974.0,,nan,628
94536.0,Cherry-Guardino,3.0,2.0,1101.0,Condo,1974.0,,nan,628
94536.0,Cherry-Guardino,3.0,2.0,1101.0,Condo,1974.0,,nan,628
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,0.0,483385.0,629
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,3204.0,400000.0,629
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,5570.0,445000.0,629
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,5570.0,445000.0,629
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,5570.0,445000.0,629
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,,nan,629
94536.0,Cabrillo,2.0,2.0,1033.0,Condo,1982.0,0.0,524348.0,630
94536.0,Cabrillo,2.0,2.0,1033.0,Condo,1982.0,7054.0,147000.0,630
94536.0,Cabrillo,2.0,2.0,1033.0,Condo,1982.0,5416.0,306000.0,630
94536.0,Cabrillo,2.0,2.0,1033.0,Condo,1982.0,4825.0,322000.0,630
94536.0,Cabrillo,2.0,2.0,1033.0,Condo,1982.0,5570.0,447000.0,630
94536.0,Cabrillo,2.0,2.0,1033.0,Condo,1982.0,,nan,630
94536.0,Centerville,2.0,2.0,1008.0,Condo,1972.0,0.0,529439.0,631
94536.0,Centerville,2.0,2.0,1008.0,Condo,1972.0,7654.0,81000.0,631
94536.0,Centerville,2.0,2.0,1008.0,Condo,1972.0,7438.0,85000.0,631
94536.0,Centerville,2.0,2.0,1008.0,Condo,1972.0,6537.0,140000.0,631
94536.0,Centerville,2.0,2.0,1008.0,Condo,1972.0,4429.0,387000.0,631
94536.0,Centerville,2.0,2.0,1008.0,Condo,1972.0,5570.0,420000.0,631
94536.0,Centerville,2.0,2.0,840.0,Townhouse,1986.0,0.0,485929.0,632
94536.0,Centerville,2.0,2.0,840.0,Townhouse,1986.0,3903.0,300000.0,632
94536.0,Centerville,2.0,2.0,840.0,Townhouse,1986.0,5570.0,420000.0,632
94536.0,Centerville,2.0,2.0,840.0,Townhouse,1986.0,,nan,632
94536.0,Centerville,2.0,2.0,840.0,Townhouse,1986.0,,nan,632
94536.0,Centerville,2.0,2.0,840.0,Townhouse,1986.0,,nan,632
94536.0,Cabrillo,2.0,1.5,988.0,Townhouse,1970.0,0.0,513353.0,633
94536.0,Cabrillo,2.0,1.5,988.0,Townhouse,1970.0,8409.0,113500.0,633
94536.0,Cabrillo,2.0,1.5,988.0,Townhouse,1970.0,7296.0,500.0,633
94536.0,Cabrillo,2.0,1.5,988.0,Townhouse,1970.0,6562.0,168000.0,633
94536.0,Cabrillo,2.0,1.5,988.0,Townhouse,1970.0,4240.0,370000.0,633
94536.0,Cabrillo,2.0,1.5,988.0,Townhouse,1970.0,4873.0,258000.0,633
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,0.0,489648.0,634
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,3685.0,405000.0,634
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,2796.0,208000.0,634
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,542.0,415000.0,634
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,,nan,634
94536.0,Centerville,2.0,2.0,840.0,Condo,1986.0,,nan,634
94536.0,Cabrillo,4.0,1.0,1399.0,Single Family,1965.0,0.0,956973.0,635
94536.0,Cabrillo,4.0,1.0,1399.0,Single Family,1965.0,549.0,465500.0,635
94536.0,Cabrillo,4.0,1.0,1399.0,Single Family,1965.0,,nan,635
94536.0,Cabrillo,4.0,1.0,1399.0,Single Family,1965.0,,nan,635
94536.0,Cabrillo,4.0,1.0,1399.0,Single Family,1965.0,,nan,635
94536.0,Cabrillo,4.0,1.0,1399.0,Single Family,1965.0,,nan,635
94536.0,Niles,2.0,1.0,1268.0,Single Family,1945.0,0.0,757550.0,636
94536.0,Niles,2.0,1.0,1268.0,Single Family,1945.0,5691.0,425000.0,636
94536.0,Niles,2.0,1.0,1268.0,Single Family,1945.0,,nan,636
94536.0,Niles,2.0,1.0,1268.0,Single Family,1945.0,,nan,636
94536.0,Niles,2.0,1.0,1268.0,Single Family,1945.0,,nan,636
94536.0,Niles,2.0,1.0,1268.0,Single Family,1945.0,,nan,636
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,0.0,583158.0,637
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,8482.0,7000.0,637
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,4624.0,367500.0,637
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,1790.0,265000.0,637
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,5813.0,469000.0,637
94538.0,Sundale,2.0,3.0,1360.0,Condo,1987.0,,nan,637
94536.0,Cherry-Guardino,2.0,1.0,798.0,Condo,1974.0,0.0,451069.0,638
94536.0,Cherry-Guardino,2.0,1.0,798.0,Condo,1974.0,4671.0,232000.0,638
94536.0,Cherry-Guardino,2.0,1.0,798.0,Condo,1974.0,3639.0,354000.0,638
94536.0,Cherry-Guardino,2.0,1.0,798.0,Condo,1974.0,5176.0,19891.0,638
94536.0,Cherry-Guardino,2.0,1.0,798.0,Condo,1974.0,793.0,19891.0,638
94536.0,Cherry-Guardino,2.0,1.0,798.0,Condo,1974.0,661.0,383935.0,638
94538.0,28 Palms,2.0,1.0,945.0,Condo,1970.0,0.0,475922.0,639
94538.0,28 Palms,2.0,1.0,945.0,Condo,1970.0,5890.0,240000.0,639
94538.0,28 Palms,2.0,1.0,945.0,Condo,1970.0,5874.0,440000.0,639
94538.0,28 Palms,2.0,1.0,945.0,Condo,1970.0,,nan,639
94538.0,28 Palms,2.0,1.0,945.0,Condo,1970.0,,nan,639
94538.0,28 Palms,2.0,1.0,945.0,Condo,1970.0,,nan,639
94536.0,Centerville,2.0,4.0,942.0,Condo,1989.0,0.0,610805.0,640
94536.0,Centerville,2.0,4.0,942.0,Condo,1989.0,6006.0,284000.0,640
94536.0,Centerville,2.0,4.0,942.0,Condo,1989.0,1878.0,220000.0,640
94536.0,Centerville,2.0,4.0,942.0,Condo,1989.0,1784.0,250000.0,640
94536.0,Centerville,2.0,4.0,942.0,Condo,1989.0,564.0,490000.0,640
94536.0,Centerville,2.0,4.0,942.0,Condo,1989.0,,nan,640
94536.0,Cherry-Guardino,2.0,1.0,840.0,Condo,1972.0,0.0,581376.0,641
94536.0,Cherry-Guardino,2.0,1.0,840.0,Condo,1972.0,3966.0,348000.0,641
94536.0,Cherry-Guardino,2.0,1.0,840.0,Condo,1972.0,563.0,439000.0,641
94536.0,Cherry-Guardino,2.0,1.0,840.0,Condo,1972.0,,nan,641
94536.0,Cherry-Guardino,2.0,1.0,840.0,Condo,1972.0,,nan,641
94536.0,Cherry-Guardino,2.0,1.0,840.0,Condo,1972.0,,nan,641
94555.0,Ardenwood,4.0,2.5,2002.0,Single Family,1979.0,0.0,1187220.0,642
94555.0,Ardenwood,4.0,2.5,2002.0,Single Family,1979.0,570.0,450000.0,642
94555.0,Ardenwood,4.0,2.5,2002.0,Single Family,1979.0,,nan,642
94555.0,Ardenwood,4.0,2.5,2002.0,Single Family,1979.0,,nan,642
94555.0,Ardenwood,4.0,2.5,2002.0,Single Family,1979.0,,nan,642
94555.0,Ardenwood,4.0,2.5,2002.0,Single Family,1979.0,,nan,642
94536.0,Cherry-Guardino,2.0,1.0,789.0,Condo,1974.0,0.0,448337.0,643
94536.0,Cherry-Guardino,2.0,1.0,789.0,Condo,1974.0,4812.0,271500.0,643
94536.0,Cherry-Guardino,2.0,1.0,789.0,Condo,1974.0,571.0,405000.0,643
94536.0,Cherry-Guardino,2.0,1.0,789.0,Condo,1974.0,,nan,643
94536.0,Cherry-Guardino,2.0,1.0,789.0,Condo,1974.0,,nan,643
94536.0,Cherry-Guardino,2.0,1.0,789.0,Condo,1974.0,,nan,643
94538.0,28 Palms,2.0,1.0,945.0,Townhouse,1970.0,0.0,473712.0,644
94538.0,28 Palms,2.0,1.0,945.0,Townhouse,1970.0,572.0,410000.0,644
94538.0,28 Palms,2.0,1.0,945.0,Townhouse,1970.0,,nan,644
94538.0,28 Palms,2.0,1.0,945.0,Townhouse,1970.0,,nan,644
94538.0,28 Palms,2.0,1.0,945.0,Townhouse,1970.0,,nan,644
94538.0,28 Palms,2.0,1.0,945.0,Townhouse,1970.0,,nan,644
94536.0,Parkmont,2.0,1.5,976.0,Condo,1978.0,0.0,555383.0,645
94536.0,Parkmont,2.0,1.5,976.0,Condo,1978.0,8278.0,113500.0,645
94536.0,Parkmont,2.0,1.5,976.0,Condo,1978.0,4264.0,240000.0,645
94536.0,Parkmont,2.0,1.5,976.0,Condo,1978.0,2284.0,490500.0,645
94536.0,Parkmont,2.0,1.5,976.0,Condo,1978.0,576.0,490005.0,645
94536.0,Parkmont,2.0,1.5,976.0,Condo,1978.0,,nan,645
94536.0,Centerville,2.0,1.0,936.0,Condo,1986.0,0.0,485084.0,646
94536.0,Centerville,2.0,1.0,936.0,Condo,1986.0,6591.0,161500.0,646
94536.0,Centerville,2.0,1.0,936.0,Condo,1986.0,5124.0,365000.0,646
94536.0,Centerville,2.0,1.0,936.0,Condo,1986.0,1997.0,140000.0,646
94536.0,Centerville,2.0,1.0,936.0,Condo,1986.0,576.0,430000.0,646
94536.0,Centerville,2.0,1.0,936.0,Condo,1986.0,,nan,646
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,0.0,459129.0,647
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,1807.0,287500.0,647
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,5306.0,355000.0,647
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,578.0,410000.0,647
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,,nan,647
94538.0,Cherry-Guardino,2.0,1.0,857.0,Condo,1987.0,,nan,647
94555.0,Northgate,2.0,1.0,884.0,Condo,1970.0,0.0,480214.0,648
94555.0,Northgate,2.0,1.0,884.0,Condo,1970.0,4524.0,358000.0,648
94555.0,Northgate,2.0,1.0,884.0,Condo,1970.0,580.0,415000.0,648
94555.0,Northgate,2.0,1.0,884.0,Condo,1970.0,,nan,648
94555.0,Northgate,2.0,1.0,884.0,Condo,1970.0,,nan,648
94555.0,Northgate,2.0,1.0,884.0,Condo,1970.0,,nan,648
94536.0,Niles,2.0,1.0,1043.0,Single Family,1947.0,0.0,742679.0,649
94536.0,Niles,2.0,1.0,1043.0,Single Family,1947.0,5815.0,313000.0,649
94536.0,Niles,2.0,1.0,1043.0,Single Family,1947.0,1249.0,435000.0,649
94536.0,Niles,2.0,1.0,1043.0,Single Family,1947.0,1765.0,475000.0,649
94536.0,Niles,2.0,1.0,1043.0,Single Family,1947.0,,nan,649
94536.0,Niles,2.0,1.0,1043.0,Single Family,1947.0,,nan,649
94555.0,Lakes and Birds,2.0,1.5,1056.0,Townhouse,1971.0,0.0,528127.0,650
94555.0,Lakes and Birds,2.0,1.5,1056.0,Townhouse,1971.0,8573.0,44545.0,650
94555.0,Lakes and Birds,2.0,1.5,1056.0,Townhouse,1971.0,6470.0,174000.0,650
94555.0,Lakes and Birds,2.0,1.5,1056.0,Townhouse,1971.0,5347.0,250000.0,650
94555.0,Lakes and Birds,2.0,1.5,1056.0,Townhouse,1971.0,4377.0,395000.0,650
94555.0,Lakes and Birds,2.0,1.5,1056.0,Townhouse,1971.0,2938.0,333677.0,650
94536.0,Glenmoor,2.0,2.0,823.0,Condo,1986.0,0.0,483079.0,651
94536.0,Glenmoor,2.0,2.0,823.0,Condo,1986.0,4139.0,377000.0,651
94536.0,Glenmoor,2.0,2.0,823.0,Condo,1986.0,1949.0,437500.0,651
94536.0,Glenmoor,2.0,2.0,823.0,Condo,1986.0,,nan,651
94536.0,Glenmoor,2.0,2.0,823.0,Condo,1986.0,,nan,651
94536.0,Glenmoor,2.0,2.0,823.0,Condo,1986.0,,nan,651
